# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG
42244	Garo	SEVEN	-sin-i|	seven (num)	OLD	s i n i	55	55
42443	Thulung	SEVEN	jet		OLD	j e t	838	838
42822	Hakha_Chin	SEVEN	pasarih	seven (num.)	OLD	p a s a r i h/ʔ	55	55
43068	Bunan	SEVEN	nidʑi	seven	OLD	n i dʑ i	55	55
43222	Byangsi	SEVEN	niʃɛ	seven	OLD	n i ʃ ɛ	55	55
43445	Rongpo	SEVEN	sa:t	seven	OLD	s aː t	55	55
34614	Tibetan_Alike	SEVEN	wdən	seven	OLD	w d ə n	1049	1049
44023	Bantawa	SEVEN	rek-ka		OLD	r e k + k a	838	838
44604	Rangoon	SEVEN	kʰu⁵³n̥iʔ⁴		OLD	kʰ u ⁵³ + n̥ i ʔ ⁴	55	55
45567	Achang_Longchuan	SEVEN	ȵit⁵⁵	seven num	OLD	nʲ i t ⁵⁵	55	55
45568	Atsi	SEVEN	ŋjit⁵⁵	seven num	OLD	ŋ j i t ⁵⁵	55	55
45569	Bola	SEVEN	nɔ̱t⁵⁵	seven num	OLD	n ɔ̰ t ⁵⁵	55	55
45570	Lashi	SEVEN	ŋjɛ̱t⁵⁵	seven num	OLD	ŋ j ɛ̰ t ⁵⁵	55	55
45571	Maru	SEVEN	na̱t⁵⁵	seven num	OLD	n a̰ t ⁵⁵	55	55
45572	Xiandao	SEVEN	nit⁵⁵	seven num	OLD	n i t ⁵⁵	55	55
45744	Bahing	SEVEN	tsande	seven (num)	OLD	ts a n d e	923	923
45962	Lushai	SEVEN	pa◦sarih	seven	OLD	p a + s a r i h	55	55
46469	Beijing	SEVEN	tɕʰi⁵⁵		OLD	tɕʰ i ⁵⁵	55	55
46470	Guangzhou	SEVEN	tsʰɐt⁵		OLD	tsʰ ɐ t ⁵	55	55
46471	Chaozhou	SEVEN	tsʰiʔ²		OLD	tsʰ i ʔ ²	55	55
46472	Longgang	SEVEN	tsʰɪt³		OLD	tsʰ ɪ t ³	55	55
46474	Xingning	SEVEN	tɕʰiʔ²		OLD	tɕʰ i ʔ ²	55	55
47594	Ukhrul	SEVEN	ʃə-ni	seven	OLD	ʃ ə + n i	55	55
48122	Tangut	SEVEN	ɕja.		OLD	ɕ j a./a	4166	4166
48448	Mikir	SEVEN	thrōksí		OLD	tʰ r ō/oː k s í/i	10442	10442
46473	Jieyang	SEVEN	tsʰɛk²		OLD	tsʰ ɛ k ²	55	55
18552	Old_Tibetan	SEVEN	bdun		OLD	b d u n	1049	1049
18581	Japhug	SEVEN	kɯɕnɯz		OLD	k ɯ ɕ n ɯ z	55	55
26863	Jingpho	SEVEN	să³¹nit³¹|	seven	OLD	s ă ³¹ + n i t ³¹	55	55
27918	rGyalrong_Maerkang	SEVEN	kə ʃnəs	seven	OLD	k ə _ ʃ n ə s	55	55
28213	Tibetan_Lhasa	SEVEN	tỹ¹³	seven	OLD	t ỹ ∼ ¹³	1049	1049
29154	Daofu	SEVEN	zȵe	seven	OLD	z ȵ e	55	55
29857	Tibetan_Batang	SEVEN	dỹ⁵⁵	seven	OLD	d ỹ ∼ ⁵⁵	1049	1049
30847	Yidu	SEVEN	i⁵⁵ɦoŋ⁵⁵	seven	OLD	i ⁵⁵ + ɦ o ŋ ⁵⁵	1890	1890
31284	Dulong	SEVEN	sɯ³¹ȵit⁵⁵|	seven	OLD	s ɯ ³¹ + ȵ i t ⁵⁵	55	55
31647	Zhaba_Daofu_County	SEVEN	ʂnɛ⁵⁵	seven	OLD	ʂ n ɛ ⁵⁵	55	55
31729	Darang_Taraon	SEVEN	weŋ⁵³	seven	OLD	w e ŋ ⁵³	1890	1890
32449	Tibetan_Xiahe	SEVEN	dən	seven	OLD	d ə n	1049	1049
#
33714	Lisu	SHARP	tshɛ³⁵	sharp	OLD	tsʰ ɛ ³⁵	569	569
33810	Bokar	SHARP	ret po	sharp	OLD	r e t + p o	1698	1698
41104	Old_Burmese	SHARP	thak		OLD	tʰ a k	375	375
41516	Limbu	SHARP	ha_sukma		OLD	h a + s u k m a	3716	3716
41517	Khaling	SHARP	reçpɛ		OLD	r e ç p ɛ	1698	1698
41990	Chepang	SHARP	hwanʔ-	sharp (blade, etc.)	OLD	h w a n ʔ	3879	3879
42245	Garo	SHARP	da-reng-a	sharp (vi)	OLD	d a + r e ŋ + a	4008	4008
42444	Thulung	SHARP	hʌʈpa		OLD	h ʌ ʈ p a	56	56
42823	Hakha_Chin	SHARP	1. a har (haar).	sharp (adj.)	OLD	r̥ aa/a t + r̥ a ʔ	56	56
42965	Bunan	SHARP	dzaŋi	sharp, holy	OLD	dz a ŋ i	173	173
43223	Byangsi	SHARP	tsanthɛ	sharp (instrument)	OLD	ts a n tʰ ɛ	173	173
43446	Rongpo	SHARP	cənt	sharp	OLD	tʃ ə n t	173	173
43671	Kulung	SHARP	ge:pa	sharp (adj.)	OLD	g eː p a	641	641
44024	Bantawa	SHARP	sepma (septu)	to sharpen	OLD	s e p t	839	839
44585	Rangoon	SHARP	tʰɛʔ⁴		OLD	tʰ ɛ ʔ ⁴	375	375
45575	Achang_Longchuan	SHARP	thɔʔ⁵⁵	sharp	OLD	tʰ ɔ ʔ ⁵⁵	375	375
45576	Lashi	SHARP	thɔːʔ⁵⁵	sharp	OLD	tʰ ɔː ʔ ⁵⁵	375	375
45577	Xiandao	SHARP	mat³⁵	sharp	OLD	m a t ³⁵	1333	1333
45578	Atsi	SHARP	thoʔ⁵⁵	sharp	OLD	tʰ o ʔ ⁵⁵	375	375
45579	Bola	SHARP	thaʔ⁵⁵	sharp	OLD	tʰ a ʔ ⁵⁵	375	375
45580	Maru	SHARP	thɔʔ⁵⁵	sharp	OLD	tʰ ɔ ʔ ⁵⁵	375	375
45745	Bahing	SHARP	he-	sharp (of a blade) (be v.)	OLD	h e	56	56
45963	Lushai	SHARP	bak	sharp	OLD	b a k	1501	1501
45964	Lushai	SHARP	hriam	sharp	OLD	r̥ i a m	1502	1502
46477	Chaozhou	SHARP	lai¹¹		OLD	l a i ¹¹	1698	1698
46478	Longgang	SHARP	fai⁵⁴		OLD	f a i ⁵⁴	1697	1697
46479	Jieyang	SHARP	lai¹¹		OLD	l a i ¹¹	1698	1698
46480	Xingning	SHARP	li⁵³		OLD	l i ⁵³	1698	1698
47595	Ukhrul	SHARP	kə-tsan	sharp	OLD	k ə + ts a n	173	173
47800	Hayu	SHARP	yep	sharp (of a blade) (vi)	OLD	j e p	2179	2179
48006	Tangut	SHARP	rewr		OLD	r e w r	4167	4167
48321	Mikir	SHARP	rè		OLD	r è/e	10443	10443
48621	Rabha	SHARP	mat	sharp	OLD	m a t	1333	1333
18658	Old_Tibetan	SHARP	rno-		OLD	r n o	1770	1770
18687	Japhug	SHARP	mtɕoʁ		OLD	m tɕ o ʁ	992	992
41726	Wobzi_Khroskyabs	SHARP	zɑ́ɣ		OLD	z ɑ́ ɣ	3773	3773
27025	Jingpho	SHARP	tai⁵⁵	sharp	OLD	t a i ⁵⁵	1588	1588
27188	Motuo_Menba	SHARP	tɕhat pu	sharp	OLD	tɕʰ a t _ p u	568	568
27189	Motuo_Menba	SHARP	tshe pu	sharp	OLD	tsʰ e _ p u	569	569
30383	Tibetan_Lhasa	SHARP	no⁵⁵po⁵⁵	sharp	OLD	n o ⁵⁵ + p o ⁵⁵	1770	1770
28034	rGyalrong_Maerkang	SHARP	kɑ mtʃok	sharp	OLD	k ɑ _ m tʃ o k	992	992
29322	Daofu	SHARP	skhvɛ skhvɛ	sharp	OLD	s kʰ v ɛ + s kʰ v ɛ	1366	1366
29750	Dulong	SHARP	dɑi⁵³	sharp	OLD	d ɑ i ⁵³	1588	1588
29997	Tibetan_Alike	SHARP	rno ɣə	sharp	OLD	r n o _ ɣ ə	1770	1770
30000	Tibetan_Batang	SHARP	nᴜ⁵⁵bᴜ⁵³	sharp	OLD	n u ⁵⁵ + b u ⁵³	1770	1770
31632	Yidu	SHARP	ɹɑ⁵⁵	sharp	OLD	ɹ ɑ ⁵⁵	2269	2269
31795	Zhaba_Daofu_County	SHARP	thᴜ⁵⁵	sharp	OLD	tʰ u ⁵⁵	375	375
31890	Darang_Taraon	SHARP	ɹɑ⁵⁵	sharp	OLD	ɹ ɑ ⁵⁵	2269	2269
32589	Tibetan_Xiahe	SHARP	hno mbo	sharp	OLD	h n o _ m b o	1770	1770
#
226	Gyalsumdo	SHE	mo	She:	NEW	m o	0	0
491	Jirel	SHE	t̪ʰe	She:	NEW	t̪ʰ e	0	0
740	Kagate	SHE	mo	She:Low-Rise	NEW	m o	0	0
1001	Lowa	SHE	mo	She:(Low-)Rise	NEW	m o	0	0
1249	Nubri	SHE	mo	She:(Low-)Rise	NEW	m o	0	0
1500	Sherpa	SHE	t̪ʰi	She:	NEW	t̪ʰ i	0	0
1751	Tsum	SHE	mo	She:(Low-)Rise	NEW	m o	0	0
2010	Yolmo	SHE	mo	She:	NEW	m o	0	0
#
35834	Japhug	SHEEP	qaʑo	sheep	OLD	q a ʑ o	342	342
40742	Khaling	SHEEP	bhēnde		OLD	bh eː n d e	1545	1545
40969	Old_Chinese	SHEEP	ɢaŋ		OLD	ɢ a ŋ	342	342
41193	Old_Burmese	SHEEP	suiwḥ		OLD	s ui w h	3405	3405
34216	Tibetan_Alike	SHEEP	tʂhom	sheep	OLD	ʈʂʰ o m	2835	2835
34217	Tibetan_Alike	SHEEP	ma mo	sheep	OLD	m a _ m o	2836	2836
41727	Wobzi_Khroskyabs	SHEEP	ʁjê		OLD	ʁ j ê/e	342	342
42247	Garo	SHEEP	be-ra	sheep (n)	OLD	b e r a	1545	1545
42360	Old_Tibetan	SHEEP	lug		OLD	l u g	1428	1428
42361	Old_Tibetan	SHEEP	gjaŋ dkar		OLD	g j a ŋ + d k a r	342	342
42530	Thulung	SHEEP	bhenda		OLD	bh e n d a	1545	1545
42824	Hakha_Chin	SHEEP	tuu	sheep (n.)	OLD	t ǔu/u	57	57
43036	Bunan	SHEEP	lama	sheep (female)	OLD	l a m a	231	231
43307	Byangsi	SHEEP	ma:mla:	sheep	OLD	m aː m l aː	405	405
34537	Yidu	SHEEP	kɯ³¹joŋ³⁵	sheep	OLD	k ɯ ³¹ + j o ŋ ³⁵	342	342
43531	Rongpo	SHEEP	ma	sheep	OLD	m a	405	405
44025	Bantawa	SHEEP	bʰepsa	sheep	OLD	bʱ e p s a	1545	1545
44026	Bantawa	SHEEP	mekʰara	sheep	OLD	m e kʰ a r a	2780	2780
44900	Xiandao	SHEEP	paʔ³¹	sheep	OLD	p a ʔ ³¹	1134	1134
44966	Rangoon	SHEEP	tθo⁵⁵	sheep	OLD	tθ o ⁵⁵	3405	3405
45022	Achang_Longchuan	SHEEP	paʔ⁵⁵	sheep	OLD	p a ʔ ⁵⁵	1134	1134
45076	Maru	SHEEP	tʃhat⁵⁵pɛ̱ʔ⁵⁵	sheep	OLD	tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵	1134	1134
45147	Atsi	SHEEP	sau²¹mji̱⁵⁵	sheep	OLD	s a u ²¹ + m j ḭ ⁵⁵	3339	3339
45301	Lashi	SHEEP	tʃhɔt⁵⁵pat³¹nu⁵⁵	sheep	OLD	tʃʰ ɔ t ⁵⁵ + p a t ³¹ + n u ⁵⁵	1134	1134
45818	Bahing	SHEEP	khɔkpa	sheep (n)	OLD	kʰ ɔ k p a	1415	1415
46059	Lushai	SHEEP	beram	sheep	OLD	b e r a m	1545	1545
46991	Beijing	SHEEP	jɑŋ³⁵	*sheep, goat	OLD	j ɑ ŋ ³⁵	342	342
46992	Guangzhou	SHEEP	jœŋ²¹	*sheep, goat	OLD	j œ ŋ ²¹	342	342
46993	Chaozhou	SHEEP	iɛ̃⁵⁵		OLD	i ɛ̃ ∼ ⁵⁵	342	342
46994	Longgang	SHEEP	mɛn²¹jɔŋ²¹		OLD	m ɛ n ²¹ j ɔ ŋ ²¹	342	342
46995	Jieyang	SHEEP	iɔ̃⁵⁵		OLD	i ɔ̃ ∼ ⁵⁵	342	342
46996	Xingning	SHEEP	mien²¹ʐɔŋ²¹		OLD	m i e n ²¹ ʐ ɔ ŋ ²¹	342	342
48127	Tangut	SHEEP	jij		OLD	j i j	342	342
48453	Mikir	SHEEP	meresak		OLD	m e r e s a k	0	0
33272	Bokar	SHEEP	ɕo joŋ	sheep	OLD	ɕ o + j o ŋ	342	342
26545	Jingpho	SHEEP	să⁵⁵ku⁵¹	sheep	OLD	s ă ⁵⁵ + k u ⁵¹	2284	2284
26662	Motuo_Menba	SHEEP	ɕi ɕa	sheep	OLD	ɕ i _ ɕ a	3028	3028
27525	rGyalrong_Maerkang	SHEEP	kə jo	sheep	OLD	k ə _ j o	342	342
27788	Lisu	SHEEP	ɑ̱³³ʑo̱³³	sheep	OLD	ɑ̠ ³³ ʑ o̠ ³³	342	342
27839	Tibetan_Lhasa	SHEEP	lu¹³²	sheep	OLD	l u ¹³²	1428	1428
28746	Daofu	SHEEP	lɑ ʁɑ	sheep	OLD	l ɑ + ʁ ɑ	231	231
29186	Dulong	SHEEP	ɑ³¹jɔ⁵⁵	sheep	OLD	ɑ ³¹ + j ɔ ⁵⁵	342	342
29459	Tibetan_Batang	SHEEP	luʔ²³¹	sheep	OLD	l u ʔ ²³¹	1428	1428
29460	Tibetan_Batang	SHEEP	jõ⁵⁵kɑ⁵⁵ ɿuʔ²³¹	sheep	OLD	j õ ∼ ⁵⁵ + k ɑ ⁵⁵ _ ɿ u ʔ ²³¹	342	342
31320	Zhaba_Daofu_County	SHEEP	gu⁵⁵	sheep	OLD	g u ⁵⁵	2119	2119
31472	Darang_Taraon	SHEEP	kɯ³¹joŋ³⁵	sheep	OLD	k ɯ ³¹ + j o ŋ ³⁵	342	342
32083	Tibetan_Xiahe	SHEEP	ləχ	sheep	OLD	l ə χ	1428	1428
#
35053	Tibetan_Alike	SHOOT	mdæ nphen	shoot (an arrow)	OLD	m d æ _ n pʰ e n	2979	2979
35151	Tibetan_Xiahe	SHOOT	hen	shoot (an arrow)	OLD	h e n	2979	2979
35229	Yidu	SHOOT	i⁵⁵ li⁵⁵ pɹɑ⁵⁵o⁵³	shoot (an arrow)	OLD	i ⁵⁵ _ l i ⁵⁵ _ p ɹ ɑ ⁵⁵ + o ⁵³	3022	3022
35320	rGyalrong_Maerkang	SHOOT	kə pᴇ kɐ lɐt	shoot (an arrow)	OLD	k ə _ p ᴇ/e _ k ɐ _ l ɐ t	2933	2933
35560	Darang_Taraon	SHOOT	o⁵³ jɑ³¹	shoot (an arrow)	OLD	o ⁵³ _ j ɑ ³¹	3078	3078
40409	Khaling	SHOOT	ʔap		OLD	ʔ a p	727	727
40410	Limbu	SHOOT	ap		OLD	a p	727	727
34105	Lisu	SHOOT	bɯ̱³³	shoot (an arrow)	OLD	b ɯ̠ ³³	1089	1089
41256	Old_Burmese	SHOOT	pac		OLD	p a c	1089	1089
34191	Bokar	SHOOT	op	shoot (an arrow)	OLD	o p	727	727
42248	Garo	SHOOT	go-a	broadcast; cast; plant; shoot; throw (vt)	OLD	g o + a	4009	4009
42602	Thulung	SHOOT	ommu		OLD	o p	727	727
42825	Hakha_Chin	SHOOT	1. meithal in kah.	shoot (v.)	OLD	k aa/a p + k a ʔ	727	727
43019	Bunan	SHOOT	kʰet	beat, hit, shoot	OLD	kʰ e t	2958	2958
43604	Rongpo	SHOOT	kua:Ra	seed, sprout	OLD	k u aː ɽ a	594	594
43826	Kulung	SHOOT	amma	1. shoot (e.g. with bow); 2. to break through (of sun) 3. jump over (e.g. rope) (vt-4 [1: ap- 2: app- 3: am-])	OLD	a m m a	727	727
44027	Bantawa	SHOOT	pʰitma (pʰittu)	to shoot something, hit	OLD	pʰ i t t	841	841
44759	Rangoon	SHOOT	piʔ⁴		OLD	p i ʔ ⁴	1089	1089
45581	Achang_Longchuan	SHOOT	pək⁵⁵	shoot (an arrow) v.	OLD	p ə k ⁵⁵	1089	1089
45582	Atsi	SHOOT	pik²¹	shoot (an arrow) v.	OLD	p i k ²¹	1089	1089
45584	Lashi	SHOOT	pəːk³¹	shoot (an arrow) v.	OLD	p əː k ³¹	1089	1089
45585	Maru	SHOOT	pak³¹	shoot (an arrow) v.	OLD	p a k ³¹	1089	1089
45586	Xiandao	SHOOT	pɤk⁵⁵	shoot (an arrow) v.	OLD	p ɤ k ⁵⁵	1089	1089
45881	Bahing	SHOOT	phɛktso	shoot (vt)	OLD	pʰ ɛ k ts o	1453	1453
46146	Lushai	SHOOT	kâp	shoot	OLD	k â/a p	727	727
47412	Beijing	SHOOT	ʂʅɤ⁵¹		OLD	ʂ ʅ ɤ ⁵¹	1970	1970
47413	Guangzhou	SHOOT	sɛ²²		OLD	s ɛ ²²	1970	1970
47414	Chaozhou	SHOOT	sia¹¹		OLD	s i a ¹¹	1970	1970
47415	Longgang	SHOOT	sa⁵⁴		OLD	s a ⁵⁴	1970	1970
47417	Xingning	SHOOT	ʂa⁵³		OLD	ʂ a ⁵³	1970	1970
47741	Ukhrul	SHOOT	kə-kap	shoot	OLD	k ə + k a p	727	727
47940	Hayu	SHOOT	op	shoot, shoot or throw at sth. (vt)	OLD	o p	727	727
48051	Tangut	SHOOT	khia		OLD	kʰ i a	4168	4168
48369	Mikir	SHOOT	ap		OLD	a p	727	727
48675	Rabha	SHOOT	ko	shoot (an arrow)	OLD	k o	4009	4009
18711	Old_Tibetan	SHOOT	ɴpʰen		OLD	ɴ pʰ e n	2979	2979
18740	Japhug	SHOOT	tɯdi lɤt		OLD	t ɯ d i + l ɤ t	2933	2933
47416	Jieyang	SHOOT	sia¹¹		OLD	s i a ¹¹	1970	1970
41991	Chepang	SHOOT	ʔap-	throw, shoot at target (arrow, object)	OLD	ʔ a p	727	727
45583	Bola	SHOOT	pak³¹	shoot (an arrow) v.	OLD	p a k ³¹	1089	1089
26872	Tibetan_Lhasa	SHOOT	ta¹³ ca¹³²	shoot (an arrow)	OLD	t a ¹³ _ c a ¹³²	2814	2814
27433	Jingpho	SHOOT	kap³¹	shoot (an arrow)	OLD	k a p ³¹	727	727
27478	Motuo_Menba	SHOOT	gap	shoot (an arrow)	OLD	g a p	727	727
28816	Tibetan_Lhasa	SHOOT	paŋ⁵²	shoot (an arrow)	OLD	p a ŋ ⁵²	2979	2979
30135	Dulong	SHOOT	ɑp⁵⁵	shoot (an arrow)	OLD	ɑ p ⁵⁵	727	727
30409	Tibetan_Batang	SHOOT	dʑɑuʔ⁵³	shoot (an arrow)	OLD	dʑ ɑ u ʔ ⁵³	2814	2814
32220	Zhaba_Daofu_County	SHOOT	(mda³³) ʑi¹³	shoot (an arrow)	OLD	ʑ i ¹³	2414	2414
32317	Daofu	SHOOT	fqe	shoot (an arrow)	OLD	f q e	2440	2440
#
149	Gyalsumdo	SHORT	t̪øma	Short:High	NEW	t̪ ø m a	0	0
408	Jirel	SHORT	t̪ʰumma	Short:High	NEW	t̪ʰ u mm a	0	0
668	Kagate	SHORT	t̪ʰimi	Short:High	NEW	t̪ʰ i m i	0	0
924	Lowa	SHORT	t̪uŋwa	Short:(Mid-)High	NEW	t̪ u ŋ w a	0	0
1175	Nubri	SHORT	t̪ɛ̃n̪d̪ɛ̃	Short:Mid	NEW	t̪ ɛ̃ n̪ d̪ ɛ̃	0	0
1429	Sherpa	SHORT	t̪ʰinme	Short:Mid-High	NEW	t̪ʰ i n m e	0	0
1672	Tsum	SHORT	t̪ʰyma	Short:High	NEW	t̪ʰ y m a	0	0
1936	Yolmo	SHORT	t̪ʰemu	Short:High	NEW	t̪ʰ e m u	0	0
33428	Tibetan_Batang	SHORT	thũ¹³thũ⁵⁵	short	OLD	tʰ ũ ∼ ¹³ + tʰ ũ ∼ ⁵⁵	4170	4170
33770	Bokar	SHORT	a təŋ	short	OLD	a + t ə ŋ	4173	4173
40411	Khaling	SHORT	mʌsoŋpɛ		OLD	m ʌ s o ŋ p ɛ	3526	3526
40412	Limbu	SHORT	taŋs		OLD	t a ŋ s	4175	4175
40971	Old_Chinese	SHORT	tˤorʔ		OLD	tˤ o r ʔ	4179	4179
41105	Old_Burmese	SHORT	tuiw		OLD	t ui w	59	59
41729	Wobzi_Khroskyabs	SHORT	çtə̂		OLD	ç t ə̂	972	972
41992	Chepang	SHORT	tyunʔ-	short	OLD	t j u n ʔ	4177	4177
42249	Garo	SHORT	kan•-dok-a	short (vi)	OLD	k a n ʔ + d o k + a	10577	10577
42826	Hakha_Chin	SHORT	1. a tawimi, a niammi.	short (n., adj.)	OLD	t òo/o y + t ǒo/o y/i	4176	4176
43148	Bunan	SHORT	tunik	short	OLD	t u n i k	4177	4177
43447	Rongpo	SHORT	tuntə	short	OLD	t u n t ə	4177	4177
43672	Kulung	SHORT	cibaipa	short (adj.)	OLD	tʃ i b a i p a	642	642
44686	Rangoon	SHORT	to²²		OLD	t o ²²	59	59
44794	Achang_Longchuan	SHORT	ʑɔŋ³¹	short adj	OLD	ʑ ɔ ŋ ³¹	1100	1100
45588	Atsi	SHORT	to̱t²¹	short adj	OLD	t o̰ t ²¹	10314	10314
45589	Bola	SHORT	laŋ³⁵	short adj	OLD	l a ŋ ³⁵	1335	1335
45590	Lashi	SHORT	ʃə̱ːŋ³³	short adj	OLD	ʃ ə̰ː ŋ ³³	1100	1100
45591	Maru	SHORT	laŋ⁵⁵	short adj	OLD	l a ŋ ⁵⁵	1335	1335
45592	Xiandao	SHORT	tɔk⁵⁵	short adj	OLD	t ɔ k ⁵⁵	10315	10315
45965	Lushai	SHORT	bîng	short	OLD	b î/i ŋ	1503	1503
46481	Beijing	SHORT	tuɐn²¹⁴	short	OLD	t u ɐ n ²¹⁴	4179	4179
46482	Guangzhou	SHORT	tyn³⁵	short	OLD	t y n ³⁵	4179	4179
46483	Chaozhou	SHORT	tɔ⁵³		OLD	t ɔ ⁵³	4179	4179
46484	Longgang	SHORT	tɔn³²		OLD	t ɔ n ³²	4179	4179
46485	Jieyang	SHORT	tɔ³¹		OLD	t ɔ ³¹	4179	4179
46486	Xingning	SHORT	tɔɑn²¹		OLD	t ɔ ɑ n ²¹	4179	4179
47596	Ukhrul	SHORT	kə-ʃu	short (be v.)	OLD	k ə + ʃ u	2055	2055
48088	Tangut	SHORT	wji.j		OLD	w j i./i j	4169	4169
48412	Mikir	SHORT	thī		OLD	tʰ iː	10444	10444
48603	Rabha	SHORT	ka-tak	short (of stature)	OLD	k a + t a k	3422	3422
18764	Old_Tibetan	SHORT	tʰuŋ-		OLD	tʰ u ŋ	4170	4170
18793	Japhug	SHORT	xtɯt		OLD	x t ɯ t	972	972
34513	Lisu	SHORT	nio⁵⁵	short	OLD	n i o ⁵⁵	2898	2898
25789	Tibetan_Alike	SHORT	thoŋ	short	OLD	tʰ o ŋ	4170	4170
25978	Yidu	SHORT	kɑ⁵⁵tioŋ⁵⁵ɑ⁵⁵	short	OLD	k ɑ ⁵⁵ + t i o ŋ ⁵⁵ + ɑ ⁵⁵	4173	4173
26988	Jingpho	SHORT	to̱t⁵⁵	short	OLD	t o̠ t ⁵⁵	10314	10314
27156	Motuo_Menba	SHORT	thum bi	short	OLD	tʰ u m _ b i	4178	4178
27505	Tibetan_Xiahe	SHORT	thoŋ thoŋ	short	OLD	tʰ o ŋ _ tʰ o ŋ	4170	4170
28001	rGyalrong_Maerkang	SHORT	kə ktʃən	short	OLD	k ə _ k tʃ ə n	972	972
34794	Tibetan_Lhasa	SHORT	thỹ⁵⁵thỹ⁵⁵	short	OLD	tʰ ỹ ∼ ⁵⁵ + tʰ ỹ ∼ ⁵⁵	4170	4170
29270	Daofu	SHORT	lji lje	short	OLD	l j i + l j e	1353	1353
29718	Dulong	SHORT	tɯi⁵³	short	OLD	t ɯ i ⁵³	4176	4176
43224	Byangsi	SHORT	t5ənthɛ	short	OLD	t̺ ə n tʰ ɛ	4177	4177
30545	Motuo_Menba	SHORT	thu |m◦i	short	OLD	tʰ u _ m i	4178	4178
31758	Zhaba_Daofu_County	SHORT	ndʌ³³ndʌ⁵⁵	short	OLD	n d ʌ ³³ + n d ʌ ⁵⁵	4174	4174
31860	Darang_Taraon	SHORT	kɯ³¹tioŋ⁵³	short	OLD	k ɯ ³¹ + t i o ŋ ⁵³	4173	4173
#
34865	Lisu	SHOULDER	lɛ̱³¹phɯ³³	shoulder	OLD	l ɛ̠ ³¹ + pʰ ɯ ³³	2946	2946
33139	Bokar	SHOULDER	gur bɯŋ	shoulder	OLD	g u r + b ɯ ŋ	10168	10168
40413	Khaling	SHOULDER	bhâːtʌ		OLD	bh âː/aː t ʌ	13	13
40414	Limbu	SHOULDER	phɔktaŋ		OLD	pʰ ɔ k t a ŋ	13	13
40972	Old_Chinese	SHOULDER	kˤen		OLD	kˤ e n	543	543
41194	Old_Burmese	SHOULDER	pa◦khuṃḥ		OLD	p a + kʰ u m̩ h	10161	10161
41730	Wobzi_Khroskyabs	SHOULDER	lvɑ́ɣ		OLD	l v ɑ́ ɣ	13	13
41993	Chepang	SHOULDER	bal.(na)	shoulder, moveable part of upper arm (including shoulder blade)	OLD	b a l + n a	29733	29733
42250	Garo	SHOULDER	pak-krong	shoulder (n)	OLD	p a k + k r o ŋ	13	13
42532	Thulung	SHOULDER	balam		OLD	b a l a m	3880	3880
34412	Yidu	SHOULDER	e⁵⁵li⁵⁵pɑ⁵⁵	shoulder	OLD	e ⁵⁵ + l i ⁵⁵ + p ɑ ⁵⁵	60	60
42827	Hakha_Chin	SHOULDER	liang,	shoulder (n.)	OLD	l î/i a ŋ	60	60
42906	Old_Tibetan	SHOULDER	dpuŋ		OLD	d p u ŋ	10168	10168
43084	Bunan	SHOULDER	pumpa	shoulder	OLD	p u m p a	10168	10168
43308	Byangsi	SHOULDER	rɔŋ	shoulder	OLD	r ɔ ŋ	406	406
43533	Rongpo	SHOULDER	ka:n	shoulder	OLD	k aː n	543	543
43534	Rongpo	SHOULDER	kəndha	shoulder	OLD	k ə n dh a	543	543
43758	Kulung	SHOULDER	bɔutɔ	shoulder (as seen from behind), shoulder blades (n.)	OLD	b ɔ u t ɔ	13	13
44028	Bantawa	SHOULDER	bʰaktaŋ	shoulder	OLD	bʱ a k t a ŋ	13	13
44881	Bola	SHOULDER	laʔ³¹sɛ̃⁵⁵	shoulder	OLD	l a ʔ ³¹ + s ɛ̃ ∼ ⁵⁵	1119	1119
44938	Achang_Longchuan	SHOULDER	xuŋ³¹pau³¹	shoulder	OLD	x u ŋ ³¹ + p a u ³¹	3384	3384
44989	Maru	SHOULDER	lɔʔ³¹saŋ³¹	shoulder	OLD	l ɔ ʔ ³¹ + s a ŋ ³¹	1119	1119
45005	Rangoon	SHOULDER	pɑ⁵³kʰõ⁵⁵	shoulder	OLD	p ɑ ⁵³ + kʰ õ ∼ ⁵⁵	10161	10161
45070	Atsi	SHOULDER	koʔ²¹san⁵¹	shoulder	OLD	k o ʔ ²¹ + s a n ⁵¹	1119	1119
45142	Lashi	SHOULDER	lɔʔ³¹sa̱n³³	shoulder	OLD	l ɔ ʔ ³¹ + s a̰ n ³³	1119	1119
45264	Xiandao	SHOULDER	lɔʔ³¹san⁵⁵	shoulder	OLD	l ɔ ʔ ³¹ + s a n ⁵⁵	1119	1119
45820	Bahing	SHOULDER	tokto	shoulder (n)	OLD	t o k t o	1417	1417
46060	Lushai	SHOULDER	ko	shoulder	OLD	k o	1546	1546
46061	Lushai	SHOULDER	dâr	shoulder	OLD	d â/a r	1547	1547
47004	Beijing	SHOULDER	pɑŋ²¹⁴₂₁tsɿ⁰		OLD	p ɑ ŋ ²¹⁴/²¹ ts ɿ ⁰	10167	10167
47005	Guangzhou	SHOULDER	pɔk³tʰɐu²¹		OLD	p ɔ k ³ tʰ ɐ u ²¹	13	13
